Date,TestsTotaltests,TestsTotalsamplestestedpriorto1July2020,TestsTotalsamplestestedsince1July2020,TestsReasonfortestseekinghealthcaresymptomatic,TestsReasonforTestInboundTravel,TestsReasonforTestOnIslandSurveillanceScreening,TestsPendingResults,TestsNegativeTestsPriorto1July2020,TestsNegativeTestssince1July2020,TestsAverageTurnaroundTimeAllSwabsLast7days,TestsTotalNegativeTests,CasesTotalConfirmedPositiveCases,CasesFemalePositiveNumber,CasesMalePositiveNumber,CasesFemalePositivePercentage,CasesMalePositivePercentage,CasesAverageAgeTestedPositive,CasesSeven7DayNumberper100000,CasesFortnight14dayNumberper100000,CasesPositiveCasesIdentifiedPriorto1July2020,CasesPositiveCasesIdentifiedSince1July2020,CasesPositiveCasesIdentifiedSymptomaticIndividualsSeekingHealthcare,CasesPositiveCasesIdentifiedInboundTravelArrivalsScreening,CasesPositiveCasesIdentifiedAdmissionsScreening,CasesPositiveCasesIdentifiedWorkforceScreening,CasesPositiveCasesIdentifiedCohortScreening,CasesPositiveCasesIdentifiedContactTracing,CasesOldCasesConfirmedBySerology,CasesManagedInOtherJurisdictions,CasesCurrentKnownActiveCases,CasesSymptomatic,CasesAsymptomatic,CasesNumberOfKnownDirectContactsOfCurrentActiveCases,CasesDailyNewConfirmedCases,CasesKnownCasesInCareHomes,CasesKnownCasesInCommunity,CasesKnownCasesInHospital,RecoveriesTotalRecovered,RecoveriesFemaleRecoveredNumber,RecoveriesMaleRecoveredNumber,RecoveriesFemaleRecoveredPercentage,RecoveriesMaleRecoveredPercentage,RecoveriesAverageAgeRecovered,MortalityTotalDeaths,MortalityLaboratoryProvenDeaths,MortalityProbableCovid-19,MortalityDeathsGeneralHospital,MortalityDeathsStSaviours,MortalityDeathsCareHomes,MortalityDeathsDomesticProperties,MortalityDeathsAge50to59,Mortalitypercentageregistereddeathsaged50-59,MortalityDeathsAge60to69,Mortalitypercentageregistereddeathsaged60-69,MortalityDeathsAge70to79,Mortalitypercentageregistereddeathsaged70-79,MortalityDeathsAge80to89,Mortalitypercentageregistereddeathsaged80-89,MortalityDeathsAge90andover,Mortalitypercentageregistereddeathsaged90andover,MortalityDeathsFemale,MortalityDeathsMale,InboundTravelPercentageArrivalsScreeningIdentifiedatDay0,InboundTravelPercentageArrivalsScreeningIdentifiedatDay5,InboundTravelPercentageArrivalsScreeningIdentifiedatDay8or10,InboundTravelPercentageArrivingfromRed,InboundTravelPercentageArrivingfromAmber,InboundTravelPercentageArrivingfromGreen,InboundTravelPercentageArrivingbyAir,InboundTravelPercentageArrivingBySea,InboundTravelPercentageTravellersDeclaredasResident,InboundTravelReasonforTravelBusinessVisitortoJersey,InboundTravelReasonforTravelCriticalWorker,InboundTravelReasonforTravelHolidayLeisureVisitortoJersey,InboundTravelReasonforTravelJerseyResidentReturningHome,InboundTravelReasonforTravelNotRecorded,InboundTravelReasonforTravelSeasonalWorker,InboundTravelReasonforTravelUniversityStudentReturningHome,InboundTravelReasonforTravelVisitingFriendsRelativesinJersey,InboundTravelReasonforTravelCrewonInboundCraft,InboundTravelArrivalsfromAmber,InboundTravelArrivalsfromGreen,InboundTravelArrivalsfromRed,InboundTravelPositiveArrivalsByAir,InboundTravelPositiveArrivalsBySea,InboundTravelNumberArrivalsScreeningIdentifiedatDay0,InboundTravelNumberArrivalsScreeningIdentifiedatDay8or10,InboundTravelNumberArrivalsScreeningIdentifiedatDay5,InboundTravelReasonforTravelBoardingSchoolStudentReturningHome,InboundTravelReasonforTravelPercentageBoardingSchoolStudentReturningHome,InboundTravelReasonforTravelPercentageBusinessVisitortoJersey,InboundTravelReasonforTravelPercentageCriticalWorker,InboundTravelReasonforTravelPercentageHolidayLeisureVisitortoJersey,InboundTravelReasonforTravelPercentageJerseyResidentReturningHome,InboundTravelReasonforTravelPercentageNotRecorded,InboundTravelReasonforTravelPercentageSeasonalWorker,InboundTravelReasonforTravelPercentageUniversityStudentReturningHome,InboundTravelReasonforTravelPercentageVisitingFriendsRelativesinJersey,InboundTravelReasonforTravelPercentageCrewonInboundCraft,DateTime
2021-04-26,361526,15802,345724,10394,157345,177985,26,15482,342784,7.42,float;#358266.000000000,3233,1750,1483,0.5413,0.4587,43,0,0.93,320,2926,626,422,66,621,147,1032,13,7,2,2,0,53,0,0,2,0,3172,1728,1444,0.5448,0.4552,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.807,0.147,0.046,0.554,0.176,0.27,0.8531,0.1469,0.602,581,1540,,5213,241,489,410,1020,20,73,112,230,360,62,335,19,61,158,0.016,0.06,0.159,,0.539,0.025,0.051,0.042,0.106,0.002,"3:00 PM, Monday 26 April 2021"
2021-04-25,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12:00 AM, Sunday 25 April 2021"
2021-04-24,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12:00 AM, Saturday 24 April 2021"
2021-04-23,359554,15802,343752,10367,156774,176611,55,15482,340783,7.33,float;#356265.000000000,3233,1750,1483,0.5413,0.4587,43,0.93,2.78,320,2926,626,422,66,621,147,1032,13,7,2,1,1,26,0,0,2,0,3172,1729,1443,0.5451,0.4549,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.803,0.152,0.045,0.562,0.173,0.265,0.8531,0.1469,0.603,578,1528,,5179,241,479,408,1011,20,73,112,237,360,62,339,19,64,158,0.017,0.06,0.159,,0.539,0.025,0.05,0.043,0.105,0.002,"3:55 PM, Friday 23 April 2021"
2021-04-22,358411,15802,342609,10345,156592,175672,23,15482,339672,9.11,float;#355154.000000000,3233,1750,1483,0.5413,0.4587,43,0.93,2.78,320,2926,626,422,66,621,147,1032,13,7,3,2,1,35,0,0,3,0,3171,1728,1443,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.803,0.152,0.045,0.562,0.173,0.265,0.8531,0.1469,0.6025,578,1528,,5179,241,479,408,1011,20,73,112,237,360,62,339,19,64,158,0.0165,0.0602,0.1591,,0.5394,0.0251,0.0499,0.0425,0.1053,0.0021,"3:00 PM, Thursday 22 April 2021"
2021-04-21,357239,15802,341437,10320,156313,174804,95,15482,338428,10.01,float;#353910.000000000,3233,1750,1483,0.5413,0.4587,43,0.93,2.78,320,2926,626,422,66,621,147,1032,13,7,3,2,1,34,0,0,3,0,3171,1728,1443,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.803,0.152,0.045,0.562,0.173,0.265,0.8531,0.1469,0.6025,578,1528,,5171,241,476,408,1010,20,73,112,237,360,62,339,19,64,158,0.0165,0.0603,0.1593,,0.5392,0.0251,0.0496,0.0425,0.1053,0.0021,"12:40 PM, Wednesday 21 April 2021"
2021-04-20,356135,15802,340333,10300,156130,173903,46,15482,337373,9.95,float;#352855.000000000,3233,1750,1483,0.5413,0.4587,43,0.93,2.78,320,2926,626,422,66,621,147,1032,13,7,3,2,1,34,0,0,3,0,3171,1728,1443,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.803,0.152,0.045,0.562,0.173,0.265,0.8531,0.1469,0.6031,577,1513,,5151,241,476,408,1006,20,73,112,237,360,62,339,19,64,158,0.0165,0.0604,0.1584,,0.5394,0.0252,0.0498,0.0427,0.1053,0.0021,"3:00 PM, Tuesday 20 April 2021"
2021-04-19,354665,15802,338863,10261,155769,172833,113,15482,335836,10.34,float;#351318.000000000,3233,1750,1483,0.5413,0.4587,43,0.93,2.78,320,2926,626,422,66,621,147,1032,13,7,3,1,1,21,0,0,3,0,3171,1728,1443,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.803,0.152,0.045,0.562,0.173,0.265,0.8531,0.1469,0.6034,575,1510,,5142,241,476,408,1004,20,73,112,237,360,62,339,19,64,158,0.0166,0.0603,0.1584,,0.5393,0.0253,0.0499,0.0428,0.1053,0.0021,"12:00 AM, Monday 19 April 2021"
2021-04-18,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.605,558,1494,,5121,241,474,408,999,20,,,,,,,,,158,0.0167,0.0589,0.1577,,0.5406,0.0254,0.05,0.0431,0.1055,0.0021,"12:00 AM, Sunday 18 April 2021"
2021-04-17,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.606,546,1479,,5067,240,463,408,990,20,,,,,,,,,157,0.0168,0.0583,0.1578,,0.5408,0.0256,0.0494,0.0435,0.1057,0.0021,"12:00 AM, Saturday 17 April 2021"
2021-04-16,352513,15802,336711,10210,154963,171538,111,15482,333687,9.96,float;#349169.000000000,3232,1749,1483,0.5412,0.4588,43,1.86,2.78,320,2925,626,421,66,621,147,1032,13,7,2,1,1,21,0,0,2,0,3171,1728,1443,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.803,0.152,0.045,0.561,0.173,0.266,0.8527,0.1473,0.6053,546,1473,,5032,238,463,408,984,20,73,112,236,359,62,338,19,64,157,0.0168,0.0586,0.158,,0.5399,0.0255,0.0497,0.0438,0.1056,0.0021,"12:00 AM, Friday 16 April 2021"
2021-04-15,352021,15802,336219,10204,154843,171172,807,15482,332499,9.9,float;#347981.000000000,3232,1749,1483,0.5412,0.4588,43,1.86,2.78,320,2925,626,421,66,621,147,1032,13,7,2,1,1,21,0,0,2,0,3171,1728,1443,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.803,0.152,0.045,0.561,0.173,0.266,0.8527,0.1473,0.6049,543,1467,,5000,235,461,407,975,19,73,112,236,359,62,338,19,64,156,0.0168,0.0586,0.1584,,0.5398,0.0254,0.0498,0.0439,0.1053,0.0021,"12:00 AM, Thursday 15 April 2021"
2021-04-14,349815,15802,334013,10113,154262,169638,49,15482,331051,7.44,float;#346533.000000000,3232,1749,1483,0.5412,0.4588,43,1.86,3.71,320,2925,626,421,66,621,147,1032,13,7,2,1,1,21,0,0,2,0,3171,1728,1443,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.803,0.152,0.045,0.561,0.173,0.266,0.8527,0.1473,0.6052,541,1463,,4977,233,457,406,968,18,73,112,236,359,62,338,19,64,156,0.0169,0.0587,0.1587,,0.5399,0.0253,0.0496,0.044,0.105,0.002,"12:00 AM, Wednesday 14 April 2021"
2021-04-13,348650,15802,332848,10078,154172,168598,40,15482,329895,2.58,float;#345377.000000000,3232,1749,1483,0.5412,0.4588,43,1.86,3.71,320,2925,626,421,66,621,147,1032,13,7,4,1,3,30,0,0,4,0,3169,1727,1442,0.545,0.455,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.803,0.152,0.045,0.561,0.173,0.266,0.8527,0.1473,0.6051,534,1449,,4947,232,457,405,963,17,73,112,236,359,62,338,19,64,156,0.017,0.0583,0.1582,,0.5401,0.0253,0.0499,0.0442,0.1051,0.0019,"12:00 AM, Tuesday 13 April 2021"
2021-04-12,347230,15802,331428,10043,153721,167664,39,15482,328477,2.39,float;#343959.000000000,3231,1749,1482,0.5413,0.4587,43,0.93,3.71,320,2924,626,420,66,621,147,1032,13,7,3,0,3,29,1,0,3,0,3169,1727,1442,0.545,0.455,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.802,0.152,0.045,0.56,0.174,0.267,0.8524,0.1476,0.6052,531,1446,,4936,231,457,403,961,17,73,112,235,358,62,337,19,64,156,0.0171,0.0581,0.1582,,0.5402,0.0253,0.05,0.0441,0.1052,0.0019,"12:00 AM, Monday 12 April 2021"
2021-04-11,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6075,516,1421,,4903,231,453,402,947,14,,,,,,,,,156,0.0173,0.0571,0.1571,,0.5422,0.0255,0.0501,0.0445,0.1047,0.0015,"12:00 AM, Sunday 11 April 2021"
2021-04-10,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6097,512,1415,,4870,196,448,401,939,11,,,,,,,,,156,0.0174,0.0572,0.1581,,0.5443,0.0219,0.0501,0.0448,0.1049,0.0012,"12:00 AM, Saturday 10 April 2021"
2021-04-09,345124,15802,329322,9987,152886,166449,83,15482,326328,2.42,float;#341810.000000000,3230,1748,1482,0.5412,0.4588,43,0.93,4.64,320,2923,626,419,66,621,147,1032,13,7,4,0,4,42,0,0,4,0,3167,1726,1441,0.545,0.455,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.802,0.153,0.045,0.5585,0.1742,0.2673,0.852,0.148,0.6094,509,1404,,4823,195,447,401,936,11,73,112,234,357,62,336,19,64,156,0.0176,0.0573,0.1581,,0.543,0.022,0.0503,0.0451,0.1054,0.0012,"12:00 AM, Friday 9 April 2021"
2021-04-08,344101,15802,328299,9959,152714,165626,44,15482,325344,2.33,float;#340826.000000000,3230,1748,1482,0.5412,0.4588,43,0.93,4.64,320,2923,626,419,66,621,147,1032,13,7,5,1,4,70,0,0,5,0,3166,1726,1440,0.5452,0.4548,42,17,38,3,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.802,0.153,0.045,0.5585,0.1742,0.2673,0.852,0.148,0.6094,491,1386,,4718,195,434,398,916,10,73,112,234,357,62,336,19,64,156,0.0179,0.0564,0.1592,,0.542,0.0224,0.0499,0.0457,0.1052,0.0011,"12:00 AM, Thursday 8 April 2021"
2021-04-07,342776,15802,326974,9940,152230,164804,42,15482,324021,2.62,float;#339503.000000000,3230,1748,1482,0.5412,0.4588,43,1.86,4.64,320,2923,626,419,66,621,147,1032,13,7,5,1,4,70,0,0,5,0,3166,1726,1440,0.5452,0.4548,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.802,0.153,0.045,0.5585,0.1742,0.2673,0.852,0.148,0.6096,489,1381,,4709,195,434,398,914,10,73,112,234,357,62,336,19,64,156,0.018,0.0563,0.159,,0.5421,0.0224,0.05,0.0458,0.1052,0.0012,"12:00 AM, Wednesday 7 April 2021"
2021-04-06,341666,15802,325864,9891,152139,163834,23,15482,322930,2.24,float;#338412.000000000,3230,1748,1482,0.5412,0.4588,43,1.86,4.64,320,2923,626,419,66,621,147,1032,13,7,6,2,4,88,0,0,6,0,3165,1725,1440,0.545,0.455,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.802,0.153,0.045,0.5585,0.1742,0.2673,0.852,0.148,0.6101,487,1344,,4656,193,431,396,906,6,73,112,234,357,62,336,19,64,156,0.0182,0.0568,0.1567,,0.543,0.0225,0.0503,0.0462,0.1057,0.0007,"12:00 AM, Tuesday 6 April 2021"
2021-04-05,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,38,3,26,2,,,,,,,,,,,,,,,,0.5585,0.1742,0.2673,,,0.61,487,1335,,4640,193,430,396,903,5,73,112,234,,,,,,156,0.0183,0.057,0.1562,,0.543,0.0226,0.0503,0.0463,0.1057,0.0006,"12:00 AM, Monday 5 April 2021"
2021-04-04,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,1,,,,,,,,,,,,,38,3,26,2,,,,,,,,,,,,,,,,0.5585,0.1742,0.2673,,,0.6109,487,1315,,4592,192,421,387,890,1,73,112,234,,,,,,156,0.0185,0.0577,0.1558,,0.544,0.0227,0.0499,0.0458,0.1054,0.0001,"12:00 AM, Sunday 4 April 2021"
2021-04-03,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,38,3,26,2,,,,,,,,,,,,,,,,0.5585,0.1742,0.2673,,,0.6123,468,1300,,4502,185,411,383,853,1,73,112,234,,,,,,155,0.0188,0.0567,0.1574,,0.5452,0.0224,0.0498,0.0464,0.1033,0.0001,"12:00 AM, Saturday 3 April 2021"
2021-04-02,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,38,3,26,2,,,,,,,,,,,,,,,,0.5574,0.1746,0.2679,,,0.6131,461,1296,,4487,179,411,382,846,1,73,112,233,,,,,,155,0.0189,0.0561,0.1577,,0.546,0.0218,0.05,0.0465,0.1029,0.0001,"12:00 AM, Friday 2 April 2021"
2021-04-01,337823,15802,322021,9815,150586,161620,37,15482,319074,5.11,float;#334556.000000000,3229,1748,1481,0.5413,0.4587,43,3.71,4.64,320,2922,626,418,66,621,147,1032,13,7,5,2,3,73,0,0,5,0,3165,1725,1440,0.545,0.455,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.804,0.151,0.045,0.5574,0.1746,0.2679,0.8517,0.1483,0.6131,460,1288,,4386,177,405,361,794,0,73,112,233,356,62,336,19,63,153,0.0191,0.0573,0.1605,,0.5466,0.0221,0.0505,0.045,0.099,0,"12:00 AM, Thursday 1 April 2021"
2021-03-31,336405,15802,320603,9777,149972,160854,79,15482,317615,5.65,float;#333097.000000000,3228,1747,1481,0.5412,0.4588,43,2.78,3.71,320,2921,626,417,66,621,147,1032,13,7,4,2,2,72,1,0,4,0,3165,1725,1440,0.545,0.455,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8058,0.1487,0.0456,0.5574,0.1746,0.2679,0.8513,0.1487,0.6133,455,1284,,4378,177,405,361,794,0,73,112,233,355,62,336,19,62,153,0.0191,0.0568,0.1604,,0.5468,0.0221,0.0506,0.0451,0.0992,0,"12:00 AM, Wednesday 31 March 2021"
2021-03-30,335451,15802,319649,9744,149825,160080,21,15482,316719,,float;#332201.000000000,3228,1747,1481,0.5412,0.4588,43,2.78,3.71,320,2921,626,417,66,621,147,1032,13,7,5,2,3,60,1,0,5,0,3164,1725,1439,0.5452,0.4548,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8058,0.1487,0.0456,0.5564,0.1751,0.2686,0.8513,0.1487,0.6132,444,1271,,4321,177,403,349,778,0,73,112,232,355,62,336,19,62,132,0.0168,0.0564,0.1614,,0.5487,0.0225,0.0512,0.0443,0.0988,0,"12:00 AM, Tuesday 30 March 2021"
2021-03-29,334232,15802,318430,9699,149423,159308,49,15482,315473,,float;#330955.000000000,3227,1746,1481,0.5411,0.4589,43,1.86,3.71,320,2920,626,416,66,621,147,1032,13,7,5,2,3,66,0,0,5,0,3163,1725,1438,0.5454,0.4546,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8058,0,0,0.5564,0.1751,0.2686,0.851,0.149,0.6136,441,1266,,4318,177,402,347,776,0,73,112,232,354,62,336,19,62,132,0.0168,0.0561,0.1611,,0.5494,0.0225,0.0512,0.0442,0.0987,0,"12:00 AM, Monday 29 March 2021"
2021-03-28,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,1,,,,,,,,,,,,,38,3,26,2,,,,,,,,,,,,,,,,0.5553,0.1755,0.2692,,,0.6135,428,1245,,4255,170,392,316,755,0,73,112,231,,0,,,,130,0.0169,0.0556,0.1619,,0.5532,0.0221,0.051,0.0411,0.0982,0,"12:00 AM, Sunday 28 March 2021"
2021-03-27,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,1,,,,,,,,,,,,,38,3,26,2,,,,,,,,,,,,,,,,0.5553,0.1755,0.2692,,,0.614,424,1225,,4204,169,386,273,730,0,73,112,231,,0,,,,126,0.0167,0.0563,0.1625,,0.5578,0.0224,0.0512,0.0362,0.0969,0,"12:00 AM, Saturday 27 March 2021"
2021-03-26,331781,15802,315979,9645,148450,157884,115,15482,312958,,float;#328440.000000000,3225,1746,1479,0.5414,0.4586,43,0.93,2.78,320,2918,625,415,66,621,147,1032,13,7,4,0,4,43,0,1,3,0,3162,1725,1437,0.5455,0.4545,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8053,0.1466,0.0457,0.5553,0.1755,0.2692,0.8506,0.1494,0.6137,420,1211,,4164,168,379,269,724,0,73,112,231,353,62,335,19,62,122,0.0164,0.0563,0.1624,,0.5584,0.0225,0.0508,0.0361,0.0971,0,"12:00 AM, Friday 26 March 2021"
2021-03-25,330538,15802,314736,9625,148180,156931,27,15482,311803,,float;#327285.000000000,3225,1746,1479,0.5414,0.4586,43,0.93,2.78,320,2918,625,415,66,621,147,1032,13,7,4,0,4,43,0,1,3,0,3162,1725,1437,0.5455,0.4545,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8072,0.147,0.0458,0.5542,0.1759,0.2699,0.8506,0.1494,0.612,413,1200,,4056,163,362,226,673,0,73,112,230,353,62,335,19,61,68,0.0095,0.0577,0.1676,,0.5664,0.0228,0.0506,0.0316,0.094,0,"12:00 AM, Thursday 25 March 2021"
2021-03-24,329384,15802,313582,9573,147906,156103,181,15482,310495,,float;#325977.000000000,3225,1746,1479,0.5414,0.4586,43,0.93,2.78,320,2918,625,415,66,621,147,1032,13,7,4,0,4,43,0,1,3,0,3162,1725,1437,0.5455,0.4545,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8072,0.147,0.0458,0.5542,0.1759,0.2699,0.8506,0.1494,0.6119,401,1191,,4021,160,362,215,663,0,73,112,230,353,62,335,19,61,53,0.0075,0.0568,0.1686,,0.5691,0.0226,0.0512,0.0304,0.0938,0,"12:00 AM, Wednesday 24 March 2021"
2021-03-23,328216,15802,312414,9534,147702,155178,30,15482,309478,,float;#324960.000000000,3225,1746,1479,0.5414,0.4586,43,0.93,2.78,320,2918,625,415,66,621,147,1032,13,7,4,0,4,24,0,1,3,0,3162,1725,1437,0.5455,0.4545,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8072,0.147,0.0458,0.5542,0.1759,0.2699,0.8506,0.1494,0.6116,393,1178,,3979,160,362,201,652,0,73,112,230,353,62,335,19,61,45,0.0065,0.0564,0.169,,0.5709,0.023,0.0519,0.0288,0.0935,0,"12:00 AM, Tuesday 23 March 2021"
2021-03-22,326937,15802,311135,9471,147425,154239,31,15482,308199,,float;#323681.000000000,3224,1745,1479,0.5413,0.4587,43,1.86,1.86,320,2917,625,414,66,621,147,1032,13,7,3,0,3,20,1,1,2,0,3162,1725,1437,0.5455,0.4545,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8072,0,0,0.5542,0.1759,0.2699,0.8502,0.1498,0.6122,389,1174,,3963,160,362,200,647,0,73,112,230,352,62,335,19,61,45,0.0065,0.0561,0.1692,,0.571,0.0231,0.0522,0.0288,0.0932,0,"12:00 AM, Monday 22 March 2021"
2021-03-21,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,38,3,26,2,,,,,,,,,,,,,,,,0.5542,0.1759,0.2699,,,0.6141,381,1140,,3928,157,361,180,636,0,73,112,230,,0,,,,41,0.006,0.0558,0.1671,,0.5756,0.023,0.0529,0.0264,0.0932,0,"12:00 AM, Sunday 21 March 2021"
2021-03-20,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,38,3,26,2,,,,,,,,,,,,,,,,0.5531,0.1763,0.2705,,,0.6181,379,1094,,3856,155,347,172,612,0,73,112,229,,0,,,,40,0.006,0.0569,0.1644,,0.5794,0.0233,0.0521,0.0258,0.092,0,"12:00 AM, Saturday 20 March 2021"
2021-03-19,324702,15802,308900,9406,146621,152873,64,15482,305931,,float;#321413.000000000,3224,1745,1479,0.5413,0.4587,43,1.86,2.78,320,2917,625,414,66,621,147,1032,13,7,3,0,3,20,0,1,2,0,3162,1725,1437,0.5455,0.4545,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8068,0.1473,0.0459,0.5531,0.1763,0.2705,0.8502,0.1498,0.6183,375,1078,,3805,154,344,166,605,0,73,112,229,352,62,334,19,61,39,0.0059,0.0571,0.1642,,0.5795,0.0235,0.0524,0.0253,0.0921,0,"12:00 AM, Friday 19 March 2021"
2021-03-18,323376,15802,307574,9362,146480,151732,56,15482,304613,,float;#320095.000000000,3224,1745,1479,0.5413,0.4587,43,1.86,3.71,320,2917,625,414,66,621,147,1032,13,7,4,1,3,23,0,1,3,0,3161,1724,1437,0.5454,0.4546,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8068,0.1473,0.0459,0.5531,0.1763,0.2705,0.8502,0.1498,0.6161,372,1060,,3738,150,339,136,583,0,73,112,229,352,62,334,19,61,36,0.0056,0.058,0.1653,,0.5828,0.0234,0.0529,0.0212,0.0909,0,"12:00 AM, Thursday 18 March 2021"
2021-03-17,322296,15802,306494,9329,146169,150996,27,15482,303562,,float;#319044.000000000,3224,1745,1479,0.5413,0.4587,43,1.86,4.64,320,2917,625,414,66,621,147,1032,13,7,5,1,4,27,0,1,4,0,3160,1723,1437,0.5453,0.4547,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8068,0.1473,0.0459,0.5531,0.1763,0.2705,0.8502,0.1498,0.6155,371,1048,,3724,150,338,136,578,0,73,112,229,352,62,334,19,61,36,0.0056,0.0581,0.1642,,0.5836,0.0235,0.053,0.0213,0.0906,0,"12:00 AM, Wednesday 17 March 2021"
