Date,TestsTotaltests,TestsTotalsamplestestedpriorto1July2020,TestsTotalsamplestestedsince1July2020,TestsReasonfortestseekinghealthcaresymptomatic,TestsReasonforTestInboundTravel,TestsReasonforTestOnIslandSurveillanceScreening,TestsPendingResults,TestsNegativeTestsPriorto1July2020,TestsNegativeTestssince1July2020,TestsAverageTurnaroundTimeAllSwabsLast7days,TestsTotalNegativeTests,CasesTotalConfirmedPositiveCases,CasesFemalePositiveNumber,CasesMalePositiveNumber,CasesFemalePositivePercentage,CasesMalePositivePercentage,CasesAverageAgeTestedPositive,CasesSeven7DayNumberper100000,CasesFortnight14dayNumberper100000,CasesPositiveCasesIdentifiedPriorto1July2020,CasesPositiveCasesIdentifiedSince1July2020,CasesPositiveCasesIdentifiedSymptomaticIndividualsSeekingHealthcare,CasesPositiveCasesIdentifiedInboundTravelArrivalsScreening,CasesPositiveCasesIdentifiedAdmissionsScreening,CasesPositiveCasesIdentifiedWorkforceScreening,CasesPositiveCasesIdentifiedCohortScreening,CasesPositiveCasesIdentifiedContactTracing,CasesOldCasesConfirmedBySerology,CasesManagedInOtherJurisdictions,CasesCurrentKnownActiveCases,CasesSymptomatic,CasesAsymptomatic,CasesNumberOfKnownDirectContactsOfCurrentActiveCases,CasesDailyNewConfirmedCases,CasesKnownCasesInCareHomes,CasesKnownCasesInCommunity,CasesKnownCasesInHospital,RecoveriesTotalRecovered,RecoveriesFemaleRecoveredNumber,RecoveriesMaleRecoveredNumber,RecoveriesFemaleRecoveredPercentage,RecoveriesMaleRecoveredPercentage,RecoveriesAverageAgeRecovered,MortalityTotalDeaths,MortalityLaboratoryProvenDeaths,MortalityProbableCovid-19,MortalityDeathsGeneralHospital,MortalityDeathsStSaviours,MortalityDeathsCareHomes,MortalityDeathsDomesticProperties,MortalityDeathsAge50to59,Mortalitypercentageregistereddeathsaged50-59,MortalityDeathsAge60to69,Mortalitypercentageregistereddeathsaged60-69,MortalityDeathsAge70to79,Mortalitypercentageregistereddeathsaged70-79,MortalityDeathsAge80to89,Mortalitypercentageregistereddeathsaged80-89,MortalityDeathsAge90andover,Mortalitypercentageregistereddeathsaged90andover,MortalityDeathsFemale,MortalityDeathsMale,InboundTravelPercentageArrivalsScreeningIdentifiedatDay0,InboundTravelPercentageArrivalsScreeningIdentifiedatDay5,InboundTravelPercentageArrivalsScreeningIdentifiedatDay8or10,InboundTravelPercentageArrivingfromRed,InboundTravelPercentageArrivingfromAmber,InboundTravelPercentageArrivingfromGreen,InboundTravelPercentageArrivingbyAir,InboundTravelPercentageArrivingBySea,InboundTravelPercentageTravellersDeclaredasResident,InboundTravelReasonforTravelBusinessVisitortoJersey,InboundTravelReasonforTravelCriticalWorker,InboundTravelReasonforTravelHolidayLeisureVisitortoJersey,InboundTravelReasonforTravelJerseyResidentReturningHome,InboundTravelReasonforTravelNotRecorded,InboundTravelReasonforTravelSeasonalWorker,InboundTravelReasonforTravelUniversityStudentReturningHome,InboundTravelReasonforTravelVisitingFriendsRelativesinJersey,InboundTravelReasonforTravelCrewonInboundCraft,InboundTravelArrivalsfromAmber,InboundTravelArrivalsfromGreen,InboundTravelArrivalsfromRed,InboundTravelPositiveArrivalsByAir,InboundTravelPositiveArrivalsBySea,InboundTravelNumberArrivalsScreeningIdentifiedatDay0,InboundTravelNumberArrivalsScreeningIdentifiedatDay8or10,InboundTravelNumberArrivalsScreeningIdentifiedatDay5,InboundTravelReasonforTravelBoardingSchoolStudentReturningHome,InboundTravelReasonforTravelPercentageBoardingSchoolStudentReturningHome,InboundTravelReasonforTravelPercentageBusinessVisitortoJersey,InboundTravelReasonforTravelPercentageCriticalWorker,InboundTravelReasonforTravelPercentageHolidayLeisureVisitortoJersey,InboundTravelReasonforTravelPercentageJerseyResidentReturningHome,InboundTravelReasonforTravelPercentageNotRecorded,InboundTravelReasonforTravelPercentageSeasonalWorker,InboundTravelReasonforTravelPercentageUniversityStudentReturningHome,InboundTravelReasonforTravelPercentageVisitingFriendsRelativesinJersey,InboundTravelReasonforTravelPercentageCrewonInboundCraft,DateTime
2020-09-15,102139,15802,86337,1204,72706,12427,1709,15482,84561,,float;#100043.000000000,386,228,158,0.5907,0.4093,51,10.2,14.84,320,75,1,49,3,4,,10,9,2,11,3,8,136,3,0,11,0,357,218,139,0.6106,0.3894,50,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.9412,0.0588,0,0.0196,0.3529,0.6275,0.8571,0.1429,,,,,,,,,,,18,32,1,42,7,48,0,3,,,,,,,,,,,,"12:00 AM, Tuesday 15 September 2020"
2020-09-14,100654,15802,84852,1130,71522,12159,1689,15482,83096,,float;#98578.0000000000,386,228,158,0.5907,0.4093,51,9.28,15.77,320,75,1,49,3,4,,10,9,2,11,3,8,133,2,0,11,0,357,218,139,0.6106,0.3894,50,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.9412,0,0,0.0196,0.3529,0.6275,0.8571,0.1429,,,,,,,,,,,18,32,1,42,7,48,0,3,,,,,,,,,,,,"12:00 AM, Monday 14 September 2020"
2020-09-13,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0204,0.3469,0.6327,,,,,,,,,,,,,17,31,1,,,,,,,,,,,,,,,,,"12:00 AM, Sunday 13 September 2020"
2020-09-12,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0204,0.3469,0.6327,,,,,,,,,,,,,17,31,1,,,,,,,,,,,,,,,,,"12:00 AM, Saturday 12 September 2020"
2020-09-11,95811,15802,80009,1130,67090,11789,1337,15482,78611,,float;#94093.0000000000,380,224,156,0.5895,0.4105,51,7.42,14.84,320,69,1,44,3,4,,9,9,,11,4,7,87,1,0,11,0,353,217,136,0.6147,0.3853,50,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.9583,0.0417,0,0.0208,0.3333,0.6458,0.8409,0.1591,,,,,,,,,,,16,31,1,37,7,46,0,2,,,,,,,,,,,,"12:00 AM, Friday 11 September 2020"
2020-09-10,94511,15802,78709,1107,65990,11612,865,15482,77784,,float;#93266.0000000000,379,223,156,0.5884,0.4116,51,6.49,16.7,320,68,1,43,3,4,,9,9,,12,4,8,85,1,0,12,0,351,216,135,0.6154,0.3846,50,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.9565,0.0435,0,0.0217,0.3261,0.6522,0.8372,0.1628,,,,,,,,,,,15,30,1,36,7,44,0,2,,,,,,,,,,,,"12:00 AM, Thursday 10 September 2020"
2020-09-09,93742,15802,77940,1091,65465,11384,981,15482,76900,,float;#92382.0000000000,378,222,156,0.5873,0.4127,51,6.49,15.77,320,67,1,42,3,4,,9,9,,11,4,7,65,1,0,11,0,351,216,135,0.6154,0.3846,50,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.9556,0.0444,0,0.0222,0.3333,0.6444,0.8333,0.1667,,,,,,,,,,,15,29,1,35,7,43,0,2,,,,,,,,,,,,"12:00 AM, Wednesday 9 September 2020"
2020-09-08,92874,15802,77072,1060,64873,11139,1804,15482,75211,,float;#90693.0000000000,376,222,154,0.5904,0.4096,51,4.64,16.7,320,65,1,40,3,4,,9,9,,10,4,6,72,3,0,10,0,350,216,134,0.6171,0.3829,50,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.9545,0.0455,0,0.0227,0.3409,0.6364,0.825,0.175,,,,,,,,,,,15,28,1,33,7,42,0,2,,,,,,,,,,,,"12:00 AM, Tuesday 8 September 2020"
2020-09-07,91292,15802,75490,1018,63543,10929,1387,15482,74047,,float;#89529.0000000000,375,222,153,0.592,0.408,51,5.57,15.77,320,64,1,39,3,4,,9,9,,13,7,6,69,0,0,13,0,346,214,132,0.6185,0.3815,50,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.9524,0,0,0.0238,0.3333,0.6429,0.8205,0.1795,,,,,,,,,,,14,27,1,32,7,40,0,2,,,,,,,,,,,,"12:00 AM, Monday 7 September 2020"
2020-09-06,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.325,0.65,,,,,,,,,,,,,13,26,1,,,,,,,,,,,,,,,,,"12:00 AM, Sunday 6 September 2020"
2020-09-05,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0256,0.3333,0.641,,,,,,,,,,,,,13,25,1,,,,,,,,,,,,,,,,,"12:00 AM, Saturday 5 September 2020"
2020-09-04,86984,15802,71182,954,59675,10553,954,15482,69702,,float;#85184.0000000000,374,222,152,0.5936,0.4064,51,6.49,17.63,320,63,1,38,3,4,,9,9,,14,7,7,98,0,0,14,0,344,213,131,0.6192,0.3808,51,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.9474,0.0526,0,0.0263,0.3421,0.6316,0.8158,0.1842,,,,,,,,,,,13,24,1,31,7,36,0,2,,,,,,,,,,,,"12:00 AM, Friday 4 September 2020"
2020-09-03,85729,15802,69927,910,58686,10331,1221,15482,68652,,float;#84134.0000000000,373,221,152,0.5925,0.4075,51,8.35,19.48,320,62,1,38,3,4,,8,9,,14,6,8,98,0,0,14,0,343,212,131,0.6181,0.3819,51,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.9474,0.0526,0,0.0263,0.3421,0.6316,0.8158,0.1842,,,,,,,,,,,13,24,1,31,7,36,0,2,,,,,,,,,,,,"12:00 AM, Thursday 3 September 2020"
2020-09-02,84546,15802,68744,873,57708,10163,944,15482,67739,,float;#83221.0000000000,373,225,157,0.589,0.411,51,8.35,-1,320,61,1,38,3,4,,8,8,,17,8,9,108,3,0,17,0,349,216,136,0.6189,0.3897,51,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.9474,0.0526,0,0.0263,0.3421,0.6316,0.8421,0.1579,,,,,,,,,,,13,24,1,32,6,36,0,2,,,,,,,,,,,,"12:00 AM, Wednesday 2 September 2020"
2020-09-01,83755,15802,67953,841,57102,10010,1862,15482,66033,,float;#81515.0000000000,370,222,156,0.5873,0.4127,51,10.2,-1,320,58,1,37,3,4,,6,8,,15,7,8,109,1,0,15,0,347,214,133,0.6167,0.3833,51,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.9474,0,0,0.0263,0.3421,0.6316,0.8378,0.1622,,,,,,,,,,,13,24,1,31,6,36,0,2,,,,,,,,,,,,"12:00 AM, Tuesday 1 September 2020"
2020-08-31,,,,,,,,,,,float;#0,365,,,,,,-1,-1,,53,1,34,3,4,,4,8,,,,,,2,,,,344,,,,,,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,,,,0.0263,0.3421,0.6316,,,,,,,,,,,,,13,24,1,,,,,,,,,,,,,,,,,"12:00 AM, Monday 31 August 2020"
2020-08-30,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,0.3514,0.6216,,,,,,,,,,,,,13,23,1,,,,,,,,,,,,,,,,,"12:00 AM, Sunday 30 August 2020"
2020-08-29,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,0.3514,0.6216,,,,,,,,,,,,,13,23,1,,,,,,,,,,,,,,,,,"12:00 AM, Saturday 29 August 2020"
2020-08-28,77607,15802,61805,780,51388,9637,1610,15482,60142,,float;#75624.0000000000,365,221,152,0.5925,0.4075,52,9.28,-1,320,53,1,34,3,4,,4,8,,13,5,8,105,2,0,13,0,344,211,133,0.6134,0.3866,51,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.9444,0.0556,0,0.0278,0.3611,0.6111,0.8235,0.1765,,,,,,,,,,,13,22,1,28,6,34,0,2,,,,,,,,,,,,"12:00 AM, Friday 28 August 2020"
2020-08-27,75981,15802,60179,753,49948,9478,1118,15482,59009,,float;#74491.0000000000,364,221,151,0.5941,0.4059,52,8.35,-1,320,52,1,33,3,4,,4,8,,12,4,8,92,1,0,12,0,344,211,133,0.6134,0.3866,51,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.9444,0.0556,0,0.0278,0.3611,0.6111,0.8182,0.1818,,,,,,,,,,,13,22,1,27,6,34,0,2,,,,,,,,,,,,"12:00 AM, Thursday 27 August 2020"
2020-08-26,75119,15802,59317,742,49283,9292,1234,15482,58032,,float;#73514.0000000000,363,221,150,0.5957,0.4043,52,8.35,-1,320,51,1,32,3,4,,4,8,,12,4,8,64,2,0,12,0,343,210,133,0.6122,0.3878,51,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.9412,0.0588,0,0.0294,0.3824,0.5882,0.8125,0.1875,,,,,,,,,,,13,20,1,26,6,32,0,2,,,,,,,,,,,,"12:00 AM, Wednesday 26 August 2020"
2020-08-25,74014,15802,58212,712,48387,9113,1994,15482,56170,,float;#71652.0000000000,361,219,149,0.5951,0.4049,52,7.42,-1,320,48,1,31,3,4,,3,7,,11,4,7,74,2,0,11,0,341,208,133,0.61,0.39,51,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.9394,0.0606,0,0.0303,0.3636,0.6061,0.871,0.129,,,,,,,,,,,12,20,1,27,4,31,0,2,,,,,,,,,,,,"12:00 AM, Tuesday 25 August 2020"
2020-08-24,72099,15802,56297,688,46699,8910,1708,15482,54542,,float;#70024.0000000000,364,216,148,0.5934,0.4066,52,7.42,-1,320,44,1,27,3,4,,3,6,,9,4,5,80,3,0,9,0,339,207,132,0.6106,0.3894,51,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.9375,0,0,0.0313,0.375,0.5938,0.8519,0.1481,,,,,,,,,,,12,19,1,23,4,30,0,2,,,,,,,,,,,,"12:00 AM, Monday 24 August 2020"
2020-08-23,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0333,0.3333,0.6333,,,,,,,,,,,,,10,19,1,,,,,,,,,,,,,,,,,"12:00 AM, Sunday 23 August 2020"
2020-08-22,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0345,0.3448,0.6207,,,,,,,,,,,,,10,18,1,,,,,,,,,,,,,,,,,"12:00 AM, Saturday 22 August 2020"
2020-08-21,67327,15802,51525,650,42244,8631,2273,15482,49209,,float;#64691.0000000000,363,215,148,0.5923,0.4077,52,6.49,-1,320,43,1,26,3,4,,3,6,,15,8,7,138,2,0,15,0,332,204,128,0.6145,0.3855,52,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.9259,0.0741,0,0.037,0.2963,0.6667,0.8462,0.1538,,,,,,,,,,,8,18,1,22,4,25,0,2,,,,,,,,,,,,"12:00 AM, Friday 21 August 2020"
2020-08-20,65288,15802,49486,632,40465,8389,1247,15482,48197,,float;#63679.0000000000,362,215,147,0.5939,0.4061,52,6.49,-1,320,42,1,25,3,4,,3,6,,14,8,6,138,0,0,14,0,332,204,128,0.6145,0.3855,52,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.9259,0.0741,0,0.037,0.2963,0.6667,0.84,0.16,,,,,,,,,,,8,18,1,21,4,25,0,2,,,,,,,,,,,,"12:00 AM, Thursday 20 August 2020"
2020-08-19,64291,15802,48489,615,39662,8212,1830,15482,46618,,float;#62100.0000000000,361,215,146,0.5956,0.4044,52,9.28,-1,320,41,1,25,3,4,,3,5,,16,10,6,138,2,0,16,0,329,203,126,0.617,0.383,52,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.9231,0.0385,0,0.0385,0.2692,0.6923,0.84,0.16,,,,,,,,,,,7,18,1,21,4,24,0,2,,,,,,,,,,,,"12:00 AM, Wednesday 19 August 2020"
2020-08-18,63084,15802,47282,580,38712,7990,2015,15482,45229,,float;#60711.0000000000,358,212,146,0.5922,0.4078,52,8.35,-1,320,38,1,22,3,4,,3,5,,14,8,6,113,1,0,14,0,328,202,126,0.6159,0.3841,52,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.96,0,0,0.04,0.24,0.72,0.8182,0.1818,,,,,,,,,,,6,18,1,18,4,24,0,1,,,,,,,,,,,,"12:00 AM, Tuesday 18 August 2020"
2020-08-17,61313,15802,45511,573,37126,7812,1636,15482,43838,,float;#59320.0000000000,357,211,146,0.591,0.409,52,10.2,-1,320,37,1,21,3,4,,3,5,,13,6,7,106,1,0,13,0,328,202,126,0.6159,0.3841,52,32,16,16,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,,,,0.0417,0.25,0.7083,0.8095,0.1905,,,,,,,,,,,6,17,1,17,4,,,,,,,,,,,,,,,"12:00 AM, Monday 17 August 2020"
2020-08-16,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0455,0.1818,0.7727,,,,,,,,,,,,,4,17,1,,,,,,,,,,,,,,,,,"12:00 AM, Sunday 16 August 2020"
2020-08-15,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9524,0.0476,0,0.0476,0.1905,0.7619,,,,,,,,,,,,,4,16,1,,,20,0,1,,,,,,,,,,,,"12:00 AM, Saturday 15 August 2020"
2020-08-14,55883,15802,40081,526,32210,7345,1480,15482,38566,,float;#54048.0000000000,355,210,145,0.5915,0.4085,53,10.2,-1,320,35,0,20,3,4,,3,5,,15,5,10,101,2,0,15,0,324,201,123,0.6204,0.3796,53,31,15,16,,,,,1,0.0323,3,0.0968,9,0.2903,11,0.3548,7,0.2258,0.39,0.61,0.9524,0.0476,0,0.0476,0.1905,0.7619,,,,,,,,,,,,,4,16,1,,,20,0,1,,,,,,,,,,,,"12:00 AM, Friday 14 August 2020"
2020-08-13,54570,15802,38768,,,,1132,15482,37589,,float;#53071.0000000000,351,,,,,53,-1,-1,320,31,0,17,3,4,,2,5,,11,3,8,91,3,0,11,0,324,201,123,0.6204,0.3796,53,31,15,16,,,,,1,0.0323,3,0.0968,9,0.2903,11,0.3548,7,0.2258,0.39,0.61,0.9524,0.0476,0,0.0476,0.1905,0.7619,,,,,,,,,,,,,4,16,1,,,20,0,1,,,,,,,,,,,,"12:00 AM, Thursday 13 August 2020"
2020-08-12,,,,,,,,,,,float;#0,351,,,,,,-1,-1,,,,,,,,,,,,,,,2,,,,324,201,123,0.6204,0.3796,53,31,15,16,,,,,1,0.0323,3,0.0968,9,0.2903,11,0.3548,7,0.2258,0.39,0.61,0.95,0.05,0,0.05,0.2,0.75,,,,,,,,,,,,,4,15,1,,,19,0,1,,,,,,,,,,,,"12:00 AM, Wednesday 12 August 2020"
2020-08-11,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,2,,,,324,201,123,0.6204,0.3796,53,31,15,16,,,,,1,0.0323,3,0.0968,9,0.2903,11,0.3548,7,0.2258,0.39,0.61,0.9412,0.0588,0,0.0588,0.1176,0.8235,,,,,,,,,,,,,2,14,1,,,16,0,1,,,,,,,,,,,,"12:00 AM, Tuesday 11 August 2020"
2020-08-10,50587,15802,34785,,,,1451,15482,33295,,float;#48777.0000000000,347,207,140,0.5965,0.4035,54,3.71,-1,320,27,,,,,,,,,7,1,6,,0,0,7,0,324,201,123,0.6204,0.3796,53,31,15,16,,,,,1,0.0323,3,0.0968,9,0.2903,11,0.3548,7,0.2258,0.39,0.61,0.9412,0,0,0.0588,0.1176,0.8235,,,,,,,,,,,,,2,14,1,,,16,0,1,,,,,,,,,,,,"12:00 AM, Monday 10 August 2020"
2020-08-09,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0714,0.1429,0.7857,,,,,,,,,,,,,2,11,1,,,,,,,,,,,,,,,,,"12:00 AM, Sunday 9 August 2020"
2020-08-08,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0714,0.1429,0.7857,,,,,,,,,,,,,2,11,1,,,,,,,,,,,,,,,,,"12:00 AM, Saturday 8 August 2020"
2020-08-07,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,0,,,,322,201,121,0.6242,0.3758,53,31,15,16,,,,,1,0.0323,3,0.0968,9,0.2903,11,0.3548,7,0.2258,0.39,0.61,0.9286,0.0714,0,0.0714,0.1429,0.7857,,,,,,,,,,,,,2,11,1,,,13,0,1,,,,,,,,,,,,"12:00 AM, Friday 7 August 2020"
2020-08-06,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,1,,,,321,200,121,0.6231,0.3769,53,31,15,16,,,,,1,0.0323,3,0.0968,9,0.2903,11,0.3548,7,0.2258,0.39,0.61,0.9231,0.0769,0,0.0769,0.1538,0.7692,,,,,,,,,,,,,2,10,1,,,12,0,1,,,,,,,,,,,,"12:00 AM, Thursday 6 August 2020"
2020-08-05,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,1,,,,321,200,121,0.6231,0.3769,53,31,15,16,,,,,1,0.0323,3,0.0968,9,0.2903,11,0.3548,7,0.2258,0.39,0.61,0.9231,0.0769,0,0.0769,0.1538,0.7692,,,,,,,,,,,,,2,10,1,,,12,0,1,,,,,,,,,,,,"12:00 AM, Wednesday 5 August 2020"
2020-08-04,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,0,,,,320,200,120,0.625,0.375,53,31,15,16,,,,,1,0.0323,3,0.0968,9,0.2903,11,0.3548,7,0.2258,0.39,0.61,0.9231,0.0769,0,0.0769,0.1538,0.7692,,,,,,,,,,,,,2,10,1,,,12,0,1,,,,,,,,,,,,"12:00 AM, Tuesday 4 August 2020"
2020-08-03,40568,15802,24766,,,,1396,15482,23343,,float;#38825.0000000000,339,204,135,0.6018,0.3982,54,3.71,-1,320,19,,,,,,,,,6,1,5,,3,0,6,0,317,200,117,0.6309,0.3691,53,31,15,16,,,,,1,0.0323,3,0.0968,9,0.2903,11,0.3548,7,0.2258,0.39,0.61,0.9231,0,0,0.0769,0.1538,0.7692,,,,,,,,,,,,,2,10,1,,,12,0,1,,,,,,,,,,,,"12:00 AM, Monday 3 August 2020"
2020-08-02,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0833,0.1667,0.75,,,,,,,,,,,,,2,9,1,,,,,,,,,,,,,,,,,"12:00 AM, Sunday 2 August 2020"
2020-08-01,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.2,0.7,,,,,,,,,,,,,2,7,1,,,,,,,,,,,,,,,,,"12:00 AM, Saturday 1 August 2020"
2020-07-31,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,0,,,,315,199,116,0.6317,0.3683,53,31,15,16,,,,,,0,,0,,0,,0,,0,,,1,0,0,0.1111,0.1111,0.7778,,,,,,,,,,,,,1,7,1,,,9,0,0,,,,,,,,,,,,"12:00 AM, Friday 31 July 2020"
2020-07-30,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,0,,,,315,199,116,0.6317,0.3683,53,31,15,16,,,,,,0,,0,,0,,0,,0,,,1,0,0,0.125,0.125,0.75,,,,,,,,,,,,,1,6,1,,,8,0,0,,,,,,,,,,,,"12:00 AM, Thursday 30 July 2020"
